"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000001631",848.723819299268,-0.0712549215345446,0.153647890269514,-0.463754636718774,0.642823547471971,0.86208825170132
"ENSG00000002016",203.735815126675,-0.411582551314446,0.228450695008626,-1.80162529730498,0.0716043784110476,0.255766111093235
"ENSG00000002079",3.06484852801131,1.06113089787817,1.77215403624212,0.598780284431883,0.549319411286867,NA
"ENSG00000002330",688.667589034695,0.0103250959425057,0.0964087218896097,0.107097114660728,0.914711936170789,0.97698239898082
"ENSG00000002549",1229.98469317186,0.164300715348853,0.17739415302773,0.926190139554206,0.354347175971507,0.656664150009222
"ENSG00000002586",8367.26727634875,0.0792894245572903,0.131635580803071,0.602340370844782,0.546947593229165,0.801478697095214
"ENSG00000002587",1.95953335698007,0.399067136454633,1.15871210651536,0.344405771037262,0.730541149389282,NA
"ENSG00000002726",1.53531673945229,0.80493522038421,1.80328135887569,0.446372506665334,0.655328189132189,NA
"ENSG00000002745",7.28561888515924,-0.616756473606904,1.02004743750985,-0.604635089435188,0.54542148629522,NA
"ENSG00000002746",126.130005973738,0.193681258628333,0.30834967181476,0.628122149404091,0.529923924260168,0.788533880224037
"ENSG00000002822",351.152304336473,-0.0573889279678095,0.150024114955279,-0.382531354941949,0.702067276194174,0.893013370367159
"ENSG00000002834",8609.18275618938,0.416875049240615,0.108289883981115,3.84962134887241,0.000118300563703091,0.0018285045732579
"ENSG00000002919",251.500095596273,0.341972771105311,0.144325320692323,2.36945789875872,0.0178141831341009,0.0987901148172676
"ENSG00000002933",546.441449222623,0.404466498425365,1.40062631378887,0.28877545312656,0.772753217770891,0.925746124419425
"ENSG00000003056",1837.96769229328,-0.00770199446881313,0.100379831395011,-0.076728505734429,0.938839527084566,0.983551736063618
"ENSG00000003096",414.075308683702,-0.964578694491396,0.191738367699026,-5.03070254569762,4.88685817926042e-07,1.49216667590522e-05
"ENSG00000003137",106.506412172302,-1.03077575832248,0.583101196796121,-1.7677476293757,0.0771031035859869,0.26776576560646
"ENSG00000003147",9.33188603208963,0.254913761010588,0.570453091263992,0.4468619154044,0.654974763467199,NA
"ENSG00000003249",122.242063046478,-0.36849789395341,0.353319834403115,-1.0429584135177,0.296967553734281,0.600500658658152
"ENSG00000003393",860.859802380907,0.0548920522696366,0.166831376020271,0.329027150522134,0.742135166393328,0.912900998621423
"ENSG00000003400",95.3711570248671,-0.178398759112577,0.354605348247642,-0.503090999597643,0.614900294345959,0.84506941541466
"ENSG00000003402",3368.72335143759,1.16249955330816,0.126132957465129,9.21646155509786,3.07066097331928e-20,7.88223058320686e-18
"ENSG00000003436",5053.34063480256,-0.325443610582541,0.199414294160587,-1.63199740496267,0.102680032864945,0.322656856351966
"ENSG00000003509",302.835086615061,-0.100895604230719,0.125081142685318,-0.806641209575083,0.419873224263491,0.713219077593068
"ENSG00000003756",2957.87449781706,-0.183767745063365,0.0804948658950603,-2.28297473410217,0.022431856681477,0.115045875191659
"ENSG00000003987",30.2673614014711,0.754684028303425,0.350787851069095,2.15139727902029,0.0314448557818778,0.145949231019472
"ENSG00000003989",39.5398447202775,0.58693167828714,0.730309093438978,0.803675708765061,0.42158428650537,0.714353772558048
"ENSG00000004059",1684.3217819095,0.37968987807033,0.11418621577867,3.32518137571256,0.000883610321272994,0.00940427147974665
"ENSG00000004139",312.643392000576,-0.0807770402249586,0.204988935272947,-0.394055611428013,0.693539981944831,0.889787349087954
"ENSG00000004142",1468.18173216884,0.152287956451952,0.127369092079541,1.19564294575366,0.231835924834551,0.522960244506892
"ENSG00000004399",3661.96471974267,-0.0519472683364585,0.21722848017808,-0.239136545511312,0.810999704495806,0.941266803938154
"ENSG00000004455",1236.90625297069,-0.0918567556006851,0.164575069324453,-0.558145021464906,0.576745359605429,0.821558123867791
"ENSG00000004468",5.59935950029571,0.241584540266701,0.814108985887739,0.296747173234142,0.766659539251725,NA
"ENSG00000004478",612.469678830193,-0.00303833336147557,0.166565480950829,-0.0182410745859912,0.985446535298743,0.995356291395646
"ENSG00000004487",1255.80031118487,-0.334105981348918,0.0960271346857747,-3.47928720816463,0.000502749459853802,0.00602384538725145
"ENSG00000004534",1306.14906893784,-0.303531313700889,0.158956283609458,-1.90952698948749,0.0561941434607972,0.217773874798816
"ENSG00000004660",79.865424377978,-0.645176223114795,0.378104343140452,-1.70634438566905,0.0879439786512451,0.291638177506702
"ENSG00000004700",1510.20849871797,0.409553246358561,0.119154785054805,3.43715316317502,0.000587863076838963,0.00676932753533058
"ENSG00000004766",495.212595858396,-0.114357020360272,0.129930646195286,-0.880138933415241,0.378784050041092,0.677736786510582
"ENSG00000004776",12520.3502740741,-0.154542221641235,0.245611869285427,-0.629213165026811,0.52920951112827,0.78796452993692
"ENSG00000004777",104.39554381318,-0.471432947912143,0.409431217287996,-1.1514338135593,0.249553809653419,0.544438554768227
"ENSG00000004779",366.340319770589,0.109903272914785,0.13651851121519,0.805043007988471,0.42079486189839,0.713810171699837
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100028,0.0378595181830894
"ENSG00000004809",1.40994350389939,0.0528182171435142,1.5428585498888,0.0342339984098485,0.97269055561139,NA
"ENSG00000004838",16.3434516100777,-0.92393790560142,0.411465406233415,-2.24548137365719,0.0247372466687919,0.123407735933989
"ENSG00000004846",22.073292550198,-1.58995191849418,0.649411925461437,-2.4482949206152,0.014353411461653,0.084384543273951
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735430574395,0.274607904503378,0.203830778865111,0.838485739677168,0.953153683660641
"ENSG00000004866",523.884326788918,-0.614081619535416,0.212089177087146,-2.89539347537331,0.00378683532398215,0.0307680370073549
"ENSG00000004897",1680.01793286077,-0.161864725228972,0.100718289426402,-1.60710359708057,0.10803164437087,0.333497605788183
"ENSG00000004939",8.67357060287904,-0.609547355705275,0.567026525053529,-1.07498913855526,0.282379591163912,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362433872881,0.14177747010268,-1.17340529318513,0.24063331558267,0.53314277548773
"ENSG00000004975",1003.16479833127,-0.346747941966268,0.162596379852442,-2.1325686480901,0.0329601274965741,0.150946819151985
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287389623298,0.0941891111307687,2.34939460588041,0.0188039667221435,0.102257118853452
"ENSG00000005020",752.819690039845,0.0733029434156376,0.150898998898185,0.485774882211756,0.627126784843823,0.852971275838321
"ENSG00000005022",1300.3667432696,-0.0771831871458514,0.11683724343036,-0.660604314854926,0.508866101167626,0.776143987472024
"ENSG00000005059",215.744400092371,0.223333742292974,0.257310943899978,0.867952753613888,0.385420197711295,0.684393116934877
"ENSG00000005073",0.424982332670398,-1.07930584775575,2.57996149657337,-0.418341843158997,0.675697200637043,NA
"ENSG00000005075",614.656589191918,0.098777413647423,0.160701421365237,0.614664218948784,0.538776494392878,0.795395167906634
"ENSG00000005100",502.327471136299,0.314431906569704,0.130839049900001,2.40319619265061,0.0162524652831184,0.0927060967647116
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931827302368595,0.623868422495634,1.49362793301999,0.135272894319836,0.380659231600504
"ENSG00000005156",284.20157559638,-0.385472964535909,0.204303015030581,-1.88677080697125,0.0591911592489775,0.225578788833861
"ENSG00000005175",347.42491006876,-0.199143134585065,0.288695838200318,-0.689802581937065,0.4903183447812,0.762958114837282
"ENSG00000005187",26.7924966379797,-0.327508993597953,0.412427837627225,-0.794100115749153,0.427137150245695,0.718138559110908
"ENSG00000005189",79.0300154216569,-0.439827350124148,0.271060708684544,-1.62261565779352,0.104671591227689,0.326788548576242
"ENSG00000005194",458.750922474384,0.128001741705936,0.161082372386371,0.794635314899088,0.426825669498402,0.717811796476324
"ENSG00000005206",687.428245938322,0.101318640262009,0.13939534307427,0.726843795692844,0.467321650715398,0.74751712569294
"ENSG00000005238",705.733199499233,-0.205823448701696,0.115317922870093,-1.78483485982971,0.0742881071352948,0.261224374869756
"ENSG00000005243",993.989596404182,-0.106568991209134,0.185247669804644,-0.575278443834235,0.56510299774499,0.815118595106049
"ENSG00000005249",301.336933757971,0.660281695683247,0.225584944249008,2.9269759020549,0.00342275400128032,0.0284041695065153
"ENSG00000005302",469.935385547665,0.190286741036694,0.159043372106582,1.19644558912631,0.231522719746105,0.522689941059855
"ENSG00000005339",2604.13968768159,-0.104401290810053,0.135772878582433,-0.768940689039504,0.44192852105896,0.729930732130595
"ENSG00000005379",158.961412885247,0.120941680592503,0.284870375534245,0.424549868920873,0.671164844355875,0.877834938234734
"ENSG00000005381",7.12408517617175,1.17019109110578,1.30318497918878,0.897947037291836,0.369213786049386,NA
"ENSG00000005421",0.106546340246823,-0.547972797545101,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156958459876052,0.139197268304769,1.12759727103549,0.259490039734197,0.556815885420862
"ENSG00000005448",234.24445737531,0.280155940375319,0.15829099145453,1.76987924455446,0.0767472590872233,0.267019811365954
"ENSG00000005469",422.232491862876,-0.273993745235596,0.243918522859567,-1.123300280862,0.261309984581237,0.559523908868469
"ENSG00000005471",33.2839581855106,-1.229168225158,0.509497843508645,-2.41250918098762,0.0158431384233878,0.0909914036489223
"ENSG00000005483",1867.57277020935,0.0138036672471416,0.131024621237272,0.10535170502149,0.916096736534622,0.977199963010062
"ENSG00000005486",856.445860419445,-0.15178351644428,0.189514903128519,-0.80090543771826,0.423186391870859,0.715625840491498
"ENSG00000005513",4.19025057528613,-0.664736558009223,1.01926333413862,-0.652173521547297,0.514289239243333,NA
"ENSG00000005700",579.449582755315,-0.0875213001749391,0.132871316342399,-0.658692203736462,0.51009344037187,0.777096979978292
"ENSG00000005801",220.819344240061,-0.2454595433371,0.221062041618795,-1.11036495247962,0.266841794357504,0.565931798843914
"ENSG00000005810",2862.99024994653,-0.0627163201261812,0.120428838481261,-0.520774931628523,0.602523568216198,0.838974478631556
"ENSG00000005812",1499.03049853399,0.40859726696525,0.171640902709803,2.3805355280383,0.0172874939168388,0.0969341337913824
"ENSG00000005844",3.21951546901152,-0.938820856117495,1.14106009312475,-0.82276197526685,0.410643364089815,NA
"ENSG00000005882",1066.40685200078,-0.127921219655288,0.145626388617646,-0.878420599930931,0.37971550921528,0.678355310058442
"ENSG00000005884",1294.27596518976,0.33353461057015,0.276385914342599,1.20677137749036,0.227520201852631,0.516920710629778
"ENSG00000005889",800.115454708102,0.0162935041241486,0.227737419988175,0.0715451335357827,0.942963905198172,0.985120611910201
"ENSG00000005893",5133.58060707205,0.043075084164199,0.0826537025130187,0.52115129576215,0.60226137951571,0.838905040975134
"ENSG00000005961",10.2882547896421,-0.619825996164733,0.637162035117259,-0.972791789219934,0.330656794311309,0.636719281607728
"ENSG00000005981",6.43695995371267,-0.629660589473866,0.791461646069727,-0.795566775219823,0.426283884419128,NA
"ENSG00000006007",2603.73463702376,0.180766888487471,0.146935671131389,1.23024509362216,0.218605338271539,0.504960598378886
"ENSG00000006015",386.908775735769,-0.0531753089062194,0.320225246673305,-0.166055954234205,0.86811291625809,0.962593715791996
"ENSG00000006016",160.452316906975,0.19213022847423,0.4929614941726,0.389746929010564,0.696723690862902,0.890957521681823
"ENSG00000006025",160.463406583492,-0.652554449513785,0.315117796723198,-2.07082702500295,0.0383749637382408,0.166912356638615
"ENSG00000006042",3151.10977435982,0.00904108798098018,0.0981757526572724,0.0920908445952257,0.926625862496658,0.979848296697806
"ENSG00000006047",0.673880264953231,-0.288306756997386,2.10981455377223,-0.136650283543599,0.891307228749311,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742977471,0.273250265697409,-2.13792195768398,0.0325230778003556,0.149442358399995
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557481337363,3.11273787636251,-0.326264161555554,0.744224500859679,NA
"ENSG00000006118",458.98540697157,-0.549888031250223,0.221087706475627,-2.48719406436487,0.0128755142177735,0.0782502659824153
"ENSG00000006125",6730.77886718365,0.0802578221066414,0.108520633966902,0.739562783342379,0.459565330939565,0.74171692942388
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101015,NA
"ENSG00000006194",551.635247266725,0.111690696644607,0.10257648965247,1.08885278705692,0.27621880910531,0.576613902674008
"ENSG00000006210",15.8841012169951,0.950280858966813,0.613153845406296,1.54982451155815,0.121183642118024,0.357415045740501
"ENSG00000006282",1394.30895675099,-0.106981510857257,0.16855660575133,-0.634691891073589,0.525629383328581,0.786167241222956
"ENSG00000006283",61.3642320498775,-1.17347598854418,0.46121629580087,-2.54430730056171,0.0109494708213545,0.0691822009133977
"ENSG00000006327",587.259201120954,-0.146104679714154,0.321318998770114,-0.454702897349321,0.649322996172067,0.865668730372002
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507721,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218570469690133,0.735154477420715,-0.297312301568218,0.766228090753544,NA
"ENSG00000006451",1108.16420749476,-0.569179432910849,0.210673560445836,-2.70171269572854,0.00689833424892739,0.0483010967175244
"ENSG00000006453",212.928764376348,-0.273779328579504,0.157624153526431,-1.73691228440822,0.0824026547578737,0.27937949547974
"ENSG00000006459",410.885814318294,0.00560173223476166,0.312433113776205,0.0179293806826576,0.98569519038309,0.995356291395646
"ENSG00000006468",210.179164493274,0.0486118233411566,0.406160234259935,0.119686318946837,0.904731638347476,0.973233941527987
"ENSG00000006530",277.887455661785,0.03315634298382,0.201427477886474,0.164606851715173,0.86925343789987,0.962896079012638
"ENSG00000006534",1145.46216651212,0.427916517219075,0.262833030574321,1.62809261942469,0.103505248287182,0.324350710802685
"ENSG00000006555",4.76708315841851,-0.610574924935531,0.811459736160678,-0.752440198480323,0.451786380039226,NA
"ENSG00000006576",1076.37418478476,-0.416587758401363,0.195871617872765,-2.1268408507861,0.0334333088101162,0.151965024588598
"ENSG00000006606",4.01454411368169,-0.433951441443105,0.899318507166041,-0.482533649630525,0.629426900298569,NA
"ENSG00000006607",957.991889094816,0.595861867756262,0.155049298386236,3.84304781742344,0.00012151578149869,0.00186648733346618
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.10871907767395,0.251336103881982,-0.432564506231863,0.665331179840429,0.874766969240671
"ENSG00000006634",92.842938687114,-0.448348263028945,0.297813123722411,-1.50546845426075,0.132203681245979,0.375532817263131
"ENSG00000006638",64.0929103692678,-0.48525302309462,0.293980576591417,-1.65062953723313,0.0988142437707458,0.315093970958596
"ENSG00000006652",1086.50811752792,-0.0509940535551233,0.21867403483977,-0.233196655435056,0.815608702843245,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.48580006670583,1.54315218404804,-0.314810212322328,0.752905757394355,NA
"ENSG00000006695",181.541477163383,0.196125339047111,0.202792001617803,0.967125613843211,0.333481242404453,0.63898955164669
"ENSG00000006704",291.607449568848,-0.0413723928263538,0.235418959623657,-0.175739425968461,0.860498659864325,0.960047480752018
"ENSG00000006712",1114.82190220928,-0.238931997186077,0.129789536016796,-1.84091880223038,0.0656334586113289,0.241618553881521
"ENSG00000006715",2208.49179423824,-0.139604296366169,0.134201201187926,-1.04026115362915,0.298218586726847,0.601801531775896
"ENSG00000006740",43.379700039727,-0.01996810664213,0.379706564357244,-0.052588257661364,0.958059973053915,0.990093366898775
"ENSG00000006744",938.900417504683,0.251716744507169,0.153812826343649,1.63651335516573,0.101732192931059,0.320588067112576
"ENSG00000006747",27.7360544388753,0.203423896658306,0.487468767184592,0.417306523724984,0.676454217384262,0.880372872929849
"ENSG00000006756",545.414312401993,-0.0147902526935574,0.158859038868642,-0.0931029974680081,0.925821736146601,0.979848296697806
"ENSG00000006757",168.95903743019,-0.0157230313492733,0.154059171062904,-0.102058392504613,0.918710326479374,0.97793943135795
"ENSG00000006788",11.2024027852827,2.95519551496852,1.06560131448185,2.77326564335695,0.00554967976899599,0.0410751037168712
"ENSG00000006831",1095.78070752679,0.243868775847823,0.0931895487268193,2.61691122212334,0.00887294152234804,0.0589130641630693
"ENSG00000006837",75.3675602917904,-0.148191039973833,0.31340782234933,-0.472837719438466,0.636328961191125,0.858548072805308
"ENSG00000007001",2.00323736390909,-0.284336816378521,1.40160648895001,-0.202864940067113,0.839240598225602,NA
"ENSG00000007038",0.887380960584451,0.607937167158255,1.95093899827894,0.311612596649387,0.755334959862424,NA
"ENSG00000007047",813.83289419152,-0.0377195285297906,0.175115114800529,-0.215398474156593,0.829456659534122,0.949374328041435
"ENSG00000007062",2.45626676455035,-0.552454786367145,1.02517399474867,-0.538888802483314,0.589963584047852,NA
"ENSG00000007080",662.955088766559,0.244243931014528,0.158819829117822,1.53786798771413,0.124080895922934,0.362291337719845
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659604175271,0.103629116909943,0.497601079263655,0.618765242897802,0.847990675059332
"ENSG00000007171",1.482516982495,-0.53835763393164,1.78161285056631,-0.302174310069955,0.762519186992725,NA
"ENSG00000007174",2.70167247050387,0.383767754440753,1.02553758959237,0.374211299844497,0.708247117684884,NA
"ENSG00000007202",6545.03722366678,0.0244029962073308,0.0920134025191847,0.265211322907474,0.790846672719356,0.932163814953276
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748931,0.960669066386979,-0.932449009852986,NA,NA
"ENSG00000007255",130.451959536511,0.270306341064333,0.242077843770997,1.11660917353527,0.264161467571426,0.562726463395602
"ENSG00000007264",2.94325916834344,0.130031400370293,0.934552364352466,0.13913762923321,0.889341393581788,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627349238393968,1.53114289171681,0.409726121440269,0.682006866089403,NA
"ENSG00000007314",0.779954153372703,-0.684411928397535,2.03050849497042,-0.337064301918868,0.73606842730458,NA
"ENSG00000007341",281.675425442917,0.215543122736423,0.241297072706972,0.893268701183854,0.371713294901457,0.672271059384114
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825778184012,0.51586822127014,0.397050583344138,0.691330159743812,0.888886600672385
"ENSG00000007376",258.460977739524,0.120342124124347,0.199979269926165,0.601772994614789,0.547325253539935,0.801589881526188
"ENSG00000007384",1823.38777953572,0.0868116423961814,0.150635484804476,0.576302738420913,0.564410572237235,0.814832037519618
"ENSG00000007392",686.873099124053,-0.103853587504147,0.110148259292512,-0.942852734770433,0.34575623370366,0.650171114904636
"ENSG00000007402",23.7963910924727,0.73953574504777,0.519126007458147,1.42457849235649,0.154279080788987,0.412746277786471
"ENSG00000007516",11.2010825391975,-0.211646905105048,0.707132860681269,-0.299302884752297,0.76470895370866,0.922088330716059
"ENSG00000007520",580.560487206145,0.0714339920941075,0.150649664790978,0.474172924269166,0.635376599457308,0.858027516609981
"ENSG00000007541",653.546283118955,0.221748122228372,0.164692741639639,1.34643530747442,0.178162170654419,0.448876149901347
"ENSG00000007545",622.76848387059,0.166768350413421,0.157636929221833,1.05792691621604,0.290088762869717,0.592900717093368
"ENSG00000007866",1620.52184915199,0.553934442516536,0.156829304496567,3.53208505447821,0.000412296721436269,0.00512662877352405
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384289987826264,0.147719249311359,-0.260148890288676,0.794748926803509,0.933785234131597
"ENSG00000007933",877.805740707214,0.313996093721058,0.978772381072815,0.320806042132996,0.748357380267634,0.915794483205665
"ENSG00000007944",345.286662228229,-0.489789588682944,0.152313269943819,-3.21567246808898,0.00130139269482837,0.0129839211878628
"ENSG00000007952",10.1687462516428,0.809129418560635,0.573945429755335,1.40976716010363,0.158608446461203,0.419731770339841
"ENSG00000007968",3.95849086572913,0.162672829284948,0.819707779069106,0.198452220948404,0.842691263395671,NA
"ENSG00000008018",1517.71752051207,0.0478482421819627,0.110927487471956,0.431347029238892,0.666216059503926,0.875441014679197
"ENSG00000008056",17.7167030593017,0.676010992459568,0.45809091666382,1.47571359280122,0.140020795361611,0.388818288549981
"ENSG00000008083",305.072434597756,0.487460303949211,0.151922077661925,3.20862057346245,0.00133373373185298,0.0132455064714186
"ENSG00000008086",372.53707879909,-0.17293513466305,0.189034702865296,-0.914832737279363,0.360279445661857,0.661795069692381
"ENSG00000008118",6.947918731314,-0.861306451252898,0.797877511322557,-1.07949708950338,0.280366190560727,NA
"ENSG00000008128",563.813333715399,0.133368798852195,0.368626604999191,0.361799167622446,0.717502114211791,0.900370330577312
"ENSG00000008130",1713.6319552007,0.830141241274014,0.151381734720304,5.48376092272824,4.16377397376561e-08,1.65512747592336e-06
"ENSG00000008196",1.08416182794751,-1.40315800750077,2.31094734596266,-0.607178700956627,0.543732325518287,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171729682256102,0.774008258640666,-0.022187060711432,0.982298739107821,NA
"ENSG00000008256",3740.92435461127,1.1968352095672,0.20737758482382,5.77128531313538,7.86691420720419e-09,3.77039290088948e-07
"ENSG00000008277",19.3106346175362,-0.0241086848322879,0.474503626454135,-0.0508082203974858,0.959478340409527,0.990106728226228
"ENSG00000008282",1985.33227996644,0.286864054947129,0.139658062622144,2.05404578555026,0.0399712605023616,0.171685972861108
"ENSG00000008283",526.559923099993,0.0461206747210382,0.140836415786622,0.327476913292899,0.743307201716733,0.913674829153471
"ENSG00000008294",2928.30789180736,-0.166798729203113,0.135591039367397,-1.23016041459167,0.218637040191208,0.504960598378886
"ENSG00000008300",96.2831177707404,0.526617152106761,0.302730443770041,1.73955795640688,0.0819366671944694,0.278387902372788
"ENSG00000008311",714.926322098101,1.1378247416718,0.189238855073013,6.01263805592567,1.82528268887239e-09,9.565365509679e-08
"ENSG00000008323",11.0031983554828,0.405448213126771,0.583999926729344,0.694260726020051,0.487518715901849,0.761339549632244
"ENSG00000008324",122.640499235734,0.570315961074778,0.25327997792998,2.2517214575581,0.0243398797938885,0.121902506141358
"ENSG00000008382",158.890722523391,0.132424747151041,0.205615922932164,0.64403935873551,0.519549911863357,0.78279868713363
"ENSG00000008394",3683.6269984121,0.00405143875191322,0.377735128956279,0.0107256075523284,0.991442367405508,0.997067573871501
"ENSG00000008405",286.125102009691,0.0862977248336773,0.187462154957243,0.460347449080379,0.645266848231249,0.863198371336496
"ENSG00000008438",1.71601671351819,2.69571779309011,1.61965080727483,1.66438208839956,0.0960360972018675,NA
"ENSG00000008441",11031.7971096393,-0.312692591927173,0.144614239645247,-2.1622531273147,0.0305986705143625,0.143472713603721
"ENSG00000008513",1583.37114858265,-0.562139462200242,0.225857504393356,-2.48891204084685,0.0128134662535401,0.0779983707435149
"ENSG00000008516",23.9019134428755,-0.178256288238487,0.486690167545241,-0.366262357708134,0.714169315165185,0.899571737889724
"ENSG00000008517",119.607617110672,-0.900335713246199,0.415649753624012,-2.16609225771519,0.0303041377209388,0.142532970740254
"ENSG00000008710",5182.00878157707,0.404539838628928,0.145969160256132,2.77140621977328,0.00558147474115968,0.0412211181706541
"ENSG00000008735",19.7100642494594,0.378464401403024,0.432146583047219,0.875777840783415,0.381150818796619,0.680081191172807
"ENSG00000008838",1158.52573912739,-0.0257296130391656,0.124746387897589,-0.206255375188004,0.836591434468622,0.952337830769678
"ENSG00000008853",845.571636260842,0.36427413831424,0.177900667168064,2.04762660035506,0.0405966008629644,0.173584280087407
"ENSG00000008869",715.562444905458,0.102813142994721,0.112356369653717,0.915062878158057,0.36015862158963,0.661795069692381
"ENSG00000008952",5171.56671072198,0.082956113818406,0.141491311124886,0.586298290395979,0.557675079697012,0.810322275929315
"ENSG00000008988",10959.3107578206,-0.0290054313649486,0.143608552013576,-0.201975655058527,0.839935756398129,0.95353628883057
"ENSG00000009307",15902.4117972056,-0.0196346054548401,0.102485336385712,-0.191584534405426,0.848067657855987,0.955891955748526
"ENSG00000009335",2127.18026041807,0.197193544226424,0.0931882338615103,2.11607770697188,0.034338199159308,0.155065542258049
"ENSG00000009413",8391.06888900911,0.969287573197511,0.150653237285742,6.43389807388658,1.24372277396401e-10,8.44671812183183e-09
"ENSG00000009694",10.1257165658402,1.26320183530578,1.21709461153126,1.03788302350341,0.299324518021877,0.60262374158589
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447710158636832,0.277490837935938,-1.61342321053566,0.106652593859106,0.331062417297838
"ENSG00000009765",10.717478680374,1.60313326261644,0.941622540615225,1.70252218215699,0.0886575238396004,0.293041946431853
"ENSG00000009780",176.843521397315,0.426821195026572,0.188706984886462,2.26181980112381,0.0237085389459509,0.119865696043598
"ENSG00000009790",5.5982365472662,0.32731766885177,0.709718633601237,0.461193567922689,0.64465973596998,NA
"ENSG00000009830",429.561114742382,0.117386680617617,0.142670036023,0.822784404418969,0.410630606934275,0.706174750800032
"ENSG00000009844",867.146195689117,-0.101431688313351,0.127318763966108,-0.796675094492374,0.425639751993337,0.717329720133185
"ENSG00000009950",6.89942793039642,0.614252379843922,0.930414582259005,0.660192124625287,0.509130545483796,NA
"ENSG00000009954",2947.57029221357,-0.0233655798366707,0.0833267969044612,-0.280408952518127,0.779163769341614,0.928111614078154
"ENSG00000010017",2202.06085895341,0.71687262308313,0.156807458383494,4.57167427157656,4.83842649200796e-06,0.000115216932738146
